text_id,u_n,u_who,text,label
SR7C,653,S0525,oh somebody was mis-sold this they said when when we arrived nobody was around to greet us,
S6W8,5686,S0497,fifty-three,
S7RA,1310,S0013,in the wall,
SEKZ,2624,S0262,cos I've actually even got like since I was in the desert in last year,
SJB4,1736,S0199,is it my go?,
SYHP,3278,S0361,the cheap airlines I I I will never fly,
SJSC,361,S0439,but they're mocks,
S6W8,1612,S0493,Elsa is yeah I'd I agree with you on I wouldn't say Alice was,
SFNQ,1554,S0237,my last year was like awful and we both said like our last year of uni ,
SPJR,89,S0525,no but thanks for the tip there in that I've got a split second ,
SE3W,140,S0439,I know I was yeah I said to I was telling ,
SUVQ,9694,S0192,we watched it,
SE6F,598,S0336,oh is that just my normal?,
S5B6,298,S0232,well I remember when ,
SXAN,90,S0526,and he's got teeth out of all proportion to his size,
SUVQ,3467,S0235,mm,
SR7C,1222,S0525,oh,
SUVQ,1744,S0235,so you finish your MBA or whatever you do and then you go straight into your MA but because I come under a alumni I think I got like ten percent off,
SYWB,73,S0417,yeah,
S3M4,369,S0517,yes ,
SM8E,104,S0653,I don't mind ,
SUUE,1625,S0371,yeah ,
SAZX,504,S0601,whose is the lemonade?,
SLRD,902,S0649,where ,
SZT4,132,S0528,posing with Russian officers it incredible record they were thrilled to bits so it they've got all his personal documentation his ID cards his medals he was mentioned in dispatches,
SUUE,1244,S0262,mm,
S84P,106,S0013,yeah it's a bit bad isn't it,
SUVQ,10977,S0192,mm,
SD3R,31,S0349,yeah and it's a really nice place,
S5U8,281,S0475,poor ,
SUVQ,5377,S0235,oh my god ,
S67P,83,S0338,no,
SYHP,2874,S0361,oh,
SKRC,279,S0440,for giving birth ,
SDFL,1324,S0013,but they are clever,
SMW8,1394,S0316,have you got some good books lined up?,
SEJT,387,S0301,yeah,
SUVQ,14055,S0236,but with wine you feel happy,
SR7C,596,S0525,people who like youth hostels,
S6KV,947,S0415,rapper cover?,
SMZV,1954,S0363,you get all the different types ,
S985,1618,S0336,I think she probably,
SD6X,709,S0179,huh,
S6KV,115,S0417,yeah I'm recording,
SVZH,239,S0198,no ,
SUVQ,6146,S0235,but,
SMW8,3705,S0255,I know I know but you don't ask for much do you? just a nice decent guy who's not a druggie who's not gonna batter you who you know a decent level of ,
S985,1354,S0346,he never like contributes to the group,
SLRY,290,S0324,on her ,
SJLF,148,UNKFEMALE,hi hi,
SA7J,278,UNKMALE,a car,
SB32,1203,S0525,do we? look at you,
SH2P,30,S0192,but where do you currently live man?,
SEJT,356,S0301,things have to be like that eventually,
S28F,1162,S0255,no she doesn't,
S7UX,267,S0024,Cos you've got all those probabilities added up there,
SUUE,1233,S0371,you go out and and and see what the problem is ,
SUVQ,4052,S0235,yeah you went to the snow,
S7RA,700,S0012,you you no you,
SJRX,123,S0399,aye,
SE6F,13,S0337,you know how to do it?,
SJRX,203,S0399,have you? ,
S28F,1390,S0315,it all just gets loaded on you,
SD3R,1885,S0344,yeah ,
SD6X,158,S0058,and then we can share them ,
S3M4,520,S0517,right,
SD6X,445,S0179,ooh er ,
SNG4,449,UNKMULTI,mm,
S3LE,1865,S0337,yeah yeah,
SA2J,383,S0525,yeah,
SZ98,659,S0439,yeah yeah it was just it was just when she said that I was like oh crap I'm the project coordinator for like four out of the ten ,
SEJT,226,S0301,mm and they're bloody motorcars in his case on which he spends vast amounts of money,
S6W8,5879,S0494,awesome,
SYHP,1523,S0360,bloody ,
S632,1435,S0222,we need some cold water and ice in here burn,
S5XD,1390,S0192,yeah I spoke to ,
SUVQ,8330,S0198,long distance so you're short-sighted,
SB4D,152,S0191,I don't want any more,
SP9F,533,S0262,yeah,
SGYW,131,S0180,no,
SAZX,495,S0594,four times now?,
S35K,280,S0372,track,
S457,407,S0617,auntie ,
SJRQ,145,S0393,oh have they?,
SFNQ,677,S0192,I suppose the age difference isn't too,
SUVQ,896,S0192,you've got three three brothers,
SUVQ,3400,S0198,it is becoming Christian,
SYEF,154,S0525,it's only two weeks since she'd seen them before but,
S3LE,1907,S0343,they were treated like they,
S6BS,627,S0602,no I don't think,
SAUR,5290,S0227,the only pride I can take is that I got my nukes off and er they did some damage ,
SM99,419,S0336,ah ,
SGYW,878,S0180,oh I hate drilling ,
SNMZ,1803,S0543,just for a little bit,
S8CW,384,S0305,I mean for all these ,
SUVQ,248,S0192,no this actually this way was through Ashford or something like that,
SDFL,2347,S0024,and they're allowed non teachers in there to what teach basically,
SA7J,1989,S0543,so are female immigrants banned then?,
S28F,938,S0255,no exactly so we've not made it out there in the summer but ,
SEKZ,38,S0262,mm,
SEKZ,1697,S0262,she didn't wanna be cooped upstairs,
S5U8,520,S0475,erm ,
S6KV,270,S0416,were you and mummy on the bus?,
SA2J,575,S0525,with the same group of friends you did when you went to,
S6BS,173,S0594,oh there was this really weird VJ on the internet and er,
SB4D,624,S0192,I'd love to be in a band I'm not I don't stay in a in in one place long enough really to be in a band ,
SE3Y,654,S0227,yeah,
SAUR,1714,S0192,my recommendation to you would be to move these,
S346,190,S0255,trouble is when you get into the sale thing is quite a lot of things aren't available so erm thirty we were saying thirty-four see thirty-four inch waist,
SQ3P,594,S0521,she said yes I am,
SA2J,3253,S0622,mm,
SA7J,2645,S0561,it's lovely I've never felt more relaxed ,
SAUR,2886,S0192,twelve nine,
SPC3,288,S0198,why do they like these lampshades so much?,
SR5H,424,S0593,hey well done ,
S28F,1010,S0255,yeah,
SUVQ,7444,S0198,need some sugar man,1
S28F,1037,S0315,has he?,
SG56,1679,S0262,yeah,
SC8H,575,S0397,oh Outer Mongolia,
SJB4,3584,S0197,yeah,
SYHP,1408,S0360,yeah,
S632,6778,S0220,Mark Twain,
SGYW,821,S0070,no ,
SR7C,567,S0525,but I mean ,
S968,211,UNKFEMALE,no no no no,
SJB4,1449,S0199,and two of these,
SXAN,278,S0526,which means it's going to be worth more if I sell it,
SMW8,2143,S0316,so whereabouts do I click is ,
SUVQ,3047,S0235,like I had a didgeridoo and I cannot do it,
S6W8,4258,S0497,it's the shadow like the bigger shadow that's really easy to see,
SD6X,1270,S0058,the chili sauce ,
SUUE,1259,S0371,yeah,
SYWR,644,S0392,hey ,
SD6X,583,S0179,it's actually a perfect starter ,
SM99,150,S0346,yeah,
S985,871,S0336,that's thirty quid,
S968,1741,S0497,oh okay sorry sorry,
SLRD,832,S0649,no when ,
SN98,1197,S0198,and she never wanted to be honest she spent well she didn't she saved a little bit of money but she didn't want to ever spend didn't wanna pay for anything or,
S968,2050,S0492,erm ,
SM8E,315,S0653,I'm going to ask ,
S8CB,320,S0592,mm,
SHJE,294,S0602,that's a ,
SA7J,2536,S0569,no change at ,
SWY3,641,S0393,yeah ,
SNE5,612,S0393,which one?,
SUVQ,3803,S0192,it's expensive enough doing it in one year I I suppose,
S35K,2121,S0372,last seen at the Nairobi bombings,
S3MW,715,S0615,no he's still here,
SR5J,106,UNKFEMALE,daddy daddy,
SJRQ,1234,S0390,well actually I'm out er,
SFJ2,219,S0275,where we was last week,
SGSY,191,S0261,so erm that demonstrates exactly your point,
SD3R,1036,S0336,yeah,
SAUR,2091,S0227,no,
SP9F,835,S0262,though that's sorry thing to say but you know?,
SV28,182,S0198,is there any cleaning products or anything in there?,
S632,4940,S0220,yeah ,
SFNQ,943,S0237,what are we doing? is he just gonna show us how to do stuff?,
SD3R,210,S0350,I think it's a bit weird though because like,
SWY3,517,S0545,er,
SJB4,2174,S0199,he should have done two cos he had two armies,
S7DR,128,S0185,ah ,
S968,2040,S0497,my go yeah?,
SLSS,1688,S0585,no like,
SDFL,354,S0153,West the best,
SGYW,693,S0070,yeah,
SBQZ,107,S0262,uhu yeah okay yes,
SC8H,92,S0392,mm,
S968,1812,S0494,too late at night for this for me,
SMZV,691,S0350,yeah,
S6W8,315,S0495,look,
SMW8,2816,S0256,mm,
SAZX,646,S0600,well it might be,
SAUR,3397,S0192,they got put back here when we jumped,
S85D,179,S0337,you go that way,
SR5J,1580,S0495,what?,
SN98,1390,S0198,I know,
S84P,331,S0144,and that's a city not a house,
S6W8,244,S0496,oh ,
SQ3P,403,S0520,well so that's even further back,
SWY3,2552,S0391,oh I know you're how who you're after that Irish little fella,
SJRQ,486,S0392,Escape to the Country,
SB4D,306,S0192,no I don't know why they just,
S4WJ,1097,S0441,that would be really ,
S632,1191,S0220,ah these are the ones from Basingstoke,
SHJE,89,S0594,who was the smiliest footballer of all time?,
S28F,1307,S0255,yeah,
SEKZ,455,S0353,every ,
S6W8,973,S0496,we were just talking about bugs,
S7UX,293,S0144,they do cos you can't have that in there can you?,
SUUE,1485,S0371,yeah and I'm I'm ,
S38V,621,S0192,what,
SPC3,281,S0230,no it was never er council round there it's never it's always been a private estate,
ST47,311,S0125,A bit further down,
SG56,675,S0261,mm ,
SRNC,700,S0587,okay ,
SUVQ,5290,S0198,ah bless them,
S63L,627,S0261,yes okay yes alright,
SMW8,4183,S0256,it was on Kiss FM,
SVLK,311,S0267,mm,
SAUR,2050,S0190,oh right I'm,
S3LE,211,S0342,I want I want something definitely I wanna ,
SPLU,864,S0525,it's a camp fire stew ,
SUVQ,7137,S0192,it's proper shaking like couldn't control the shakes and like,
S6W8,5729,S0493,sixty-four,
SLSS,1365,S0585,flight or fight? what would you do ,
S6BS,2945,S0592,I do listen to music just I just don't buy entire albums I just buy the single songs I like,
S5XD,544,S0192,I think so yeah,
S5XD,2893,S0194,hope so,
SHJE,36,S0594,mm ,
SA7J,2830,S0543,oh really?,
S6W8,3164,S0493,it's your turn,
S85D,1766,S0337,we're trying to get rid of each other ,
SDFL,2340,S0152,erm oh at least six years ago,
S632,1770,S0211,you were always Miss White okay,
SFNQ,811,S0237,did you do like scriptwriting and stuff?,
SA7J,1878,S0561,yes I did but if you want if it was if it if you're gonna get here about ten past then he could probably delay it a bit if you're picking her up at ten past and then going to hers and then coming back it's,
SWY3,2950,S0391,how many are there?,
SUVQ,10097,S0198,no Insiduous is that the one in Mars?,
S7DR,254,S0104,no that's no good,
SAT9,292,S0058,mm ,
SB32,1503,S0525,alright okay,
SUVQ,12704,S0235,yeah,
S67P,310,S0339,yeah go and get your jumper on sweetheart,1
S682,819,S0192,I wanna ,
SMW8,3338,S0316,we'll see,
S3LE,2711,S0337,no it wasn't,
SG56,344,S0261,yeah but actually they need it for their business anyway,
SA2J,2988,S0525,no ,
SE3W,37,S0440,she saw more willy than she does in this house,
SKRC,1577,S0481,well yeah but he's he's won,
SG56,1214,S0401,some politicians like that,
SMW8,3063,S0316,do you know what though? it's so expensive,
SUVQ,3973,S0236,just oh,
SBEV,482,S0336,yeah,
SMZV,659,S0336,oh yeah I've never like I have phases where I'll like have a little play and then I'll like not go on it in ages it's just ridiculous,
SRNC,1355,S0584,seriously look at the width seriously look at the width of that,
S6BS,1009,S0602,the science and nature of rap I wonder how they're gonna ,
SN8K,66,S0255,that that was the cupboard basically so that's where the the shower is now and all of a sudden where do we put the hoover? where do you put the mop? where do you put this? where do you put?,
S35K,2000,S0262,uhu,
SV28,1215,S0192,it would be nice to go and sit out in the park yeah yeah that would be lovely wouldn't it,
S5B6,448,S0198,and then they put it in I suppose ,
SAUR,4310,S0190,right,
SQ3P,971,S0519,whereas the somebody who fell down the stairs was just not thinking what he was doing and had an accident but to to lose your life for it is not what you've got in mind is it really? erm,
S3SU,51,S0167,mum can you sit down you're making me feel stressed,
SRRS,299,S0439,that was the point,
SKRC,1677,S0440,no they don't,
S346,636,S0255,yeah,
SLSS,2802,S0586,can't ,
SD6X,1704,S0179,no they've both got it on ,
S8CB,370,S0592,so there's billions and billions of neurons in our brain but you know if they start dying,
SHHU,424,S0391,when he runs out of milk cos it's open at odd hours tell him if that's shut,
SJRQ,1154,S0391,yeah,
SJB4,3900,S0199,someone's knocking at the door ,
SN8K,1526,S0318,or or I'll go somewhere and they'll go oh he's arrived so you can take over now erm or,
SE3W,36,S0439,not much so I went to Naples ,
SNMZ,1339,S0564,yeah but,
S2QU,110,S0519,that would be really scary,
S7RA,1146,S0012,yeah,
S6KV,833,S0415,you you what?,
S323,194,S0576,no ,
SUGJ,950,S0645,yeah,
S9KS,290,S0441,hi guys,
SN98,1146,S0192,different colour different,
SYHP,737,S0261,yes,
SAUR,3574,S0227,that was ,
SN8K,1686,S0255,yeah,
S3LE,2017,S0342,canoes and,
SJB4,171,S0199,forty,
SG56,964,S0388,mm,
ST82,1246,S0617,with your vegetables,
S7JS,90,S0520,I do like the Apple devices I must say I'm not that happy with my phone,
S38V,2036,S0198,we'll cover you in all tomato,
SUVQ,2081,S0192,how hungry are you guys?,
SE3W,190,S0439,er yeah no we wandered round they some of it wasn't open you couldn't go you there were only a few houses you could actually physically go inside and,
SLRD,590,S0283,I don't know,
SMW8,1855,S0316,dumplings,
SN8K,764,S0255,yeah,
SJB4,2077,S0192,what happens when I use these are they done?,
S457,648,S0614,I'm sure a ten-hour day for ,
S85D,2,S0344,but no we haven't deleted it no,
SJN6,500,S0425,yes that's,
SPJR,371,S0525,mm ,
S3MW,273,S0525,this is the one yeah that's kind of on a,
SUDM,152,S0624,yeah that was funny,
S632,2536,S0211,it's it's like,
S7JS,83,S0522,I think it I think it's going out towards ,
SJB4,4371,S0192,took you twenty-four years to get rid of ,
SNG4,1453,S0257,and tuck it away but I wouldn't do that with a book because I'd be afraid of damaging it or ,
SJB4,4257,S0192,is he?,
SUVQ,2609,S0235,oh I might've asked a policeman about this the other day,
SNRQ,198,S0170,and then Spanish to English ,
S6W8,2549,S0493,yeah ,
S7JS,443,S0520,it's quite advanced isn't it?,
S6KV,489,S0417,like if these get trashed really soon,
SG56,1440,S0262,particularly if you're doing an Airbnb kind of type,
SJB4,4624,S0199,oh,
S632,7064,S0220,I wouldn't ah right I totally thought ,
SYHP,1815,S0361,arrivals hall,
S35K,1925,S0372,mm,
SNMZ,1824,S0564,yeah,
SHHU,412,S0393,TLS,
S7ZG,496,S0261,or does that is that how it work? I dunno it could be shorter before and more after,
S432,669,S0392,but in practice you couldn't really could you? it's too hot,
S6BS,2093,S0594,look,
S85D,878,S0345,I don't know,
SBQZ,58,S0401,now got it's about midday ,
SD3R,361,S0349,what's it's ,
ST82,187,S0525,yeah,
SMW8,2526,S0256,I'm having it tomorrow,
SJRQ,193,S0393,what's ,
SJSC,15,S0481,but you spoke to her last night,
S7ZG,173,S0262,yeah,
SJN6,573,S0426,let's hope you know it's a one-off,
SJB4,3189,S0199,so and they got stuck like that,
SHHU,277,S0391,no I'd say,
SJSC,689,S0440,has to be one of the worst books I've even,
S4WJ,429,S0441,no I would say I've bought some pizza,
SAZX,640,S0594,mm,
SEKZ,420,S0262,they've got the whole village tied up,
SE3Y,732,S0192,he was actually in it you may have even seen him there,
SM99,1671,S0347,which which episode?,
S28F,2541,S0315,I work every evening,
SJRX,448,S0399,I gave them twenty quid and she gave me two back while you were,
S5QR,488,S0324,you're a midget you're a midget,
S7ZG,7,S0262,erm okay now you you really really really can't get upset when I say what I'm about to say to you okay? ,
SUVQ,14046,S0235,whisky,
S4QK,827,S0245,what this?,
S6KV,375,S0416,pig,
SYHP,621,S0361,just to,
SUVQ,8086,S0235,no no,
SNRQ,750,S0018,yeah ,
SWVQ,272,S0417,what assessment thing?,
S8CW,143,S0262,and they asked me to write no this is honestly,
SDFL,847,S0012,mm,
S6W8,5224,S0497,you messed mine up,
S6BS,2367,S0602,was it was it not that cheap? three pounds?,
SYWR,422,S0393,are you not into it?,
SUVQ,778,S0192,when I met you guys I was in I came to ,
SUVQ,3940,S0235,I can't do a chin-up stop judging people,
SAT9,150,S0058,okay so yeah so I'll do the shopping and the ironing in which ever order ,
S2QU,653,S0519,no it's not quite a nice to put on is it? I haven't already got moisturiser on,
SD6X,1774,S0179,so,
S7UX,363,S0013,fishy,
S6BS,2124,S0602,Wales Wales sports and leisure,
S7JS,245,S0522,mm,
SB4D,1285,S0197,well I I said I wanted something out of my investment into the band in the last four years for me leaving,
S632,1029,S0220,the chairs ,
SN98,191,S0229,quite long,
S35K,774,S0372,seven million dollars divided by two,
SEKZ,903,S0262,was he a bit of a control freak?,
SP9F,1987,S0262,it's gonna get worse and worse,
S28F,1033,S0315,where is ,
SEJT,144,S0261,like our second best man?,
S6W8,5174,S0493,have you but er you know,
S7JS,730,S0522,erm and can I have the cheeseboard please? and and could I have a ,1
SUVQ,2164,S0198,yeah yeah the land was definitely not,
SMW8,1526,S0316,blooming slow and the screen looks really small in comparison ,
